difference	ionIdx	index diff	log2(FC)	p-value	adj p-value (BH)	pFDR (Storey)	q-value (Storey)	m/z	hmdb_id	kegg_id	other_id	name	mz difference	formula	ion	annotation score
META vegan:META ctrl	364	364	-0,400523589	0,005674801	0,024021486	0,009838185	0,009838185	253,1073672	"HMDB0032796; HMDB32796"			Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate	0,00077932	C13H18O5	-H(-)	100
META vegan:META ctrl	365	365	-0,26349032	0,026193183	0,078489537	0,032145997	0,032145997	253,1169635	"HMDB0014356; HMDB0029390; HMDB0029443; HMDB0033143; HMDB0037817; HMDB14356; HMDB29390; HMDB29443; HMDB33143; HMDB37817"	C07890	CHEBI:6933	Midodrine	0,002416384	C12H18N2O4	-H(-)	10
META vegan:META ctrl	365	365	-0,26349032	0,026193183	0,078489537	0,032145997	0,032145997	253,1169635	"HMDB0013075; HMDB0028917; HMDB0028939; HMDB0029064; HMDB0029065; HMDB13075; HMDB28917; HMDB28939; HMDB29064; HMDB29065"			Spermic acid 2	1,10844E-05	C10H20N2O4	.Na/H-H(-)	10
META vegan:META ctrl	366	366	-0,681014006	0,001835079	0,010088293	0,00414791	0,004131738	253,2176881	"HMDB0002186; HMDB0003229; HMDB0010735; HMDB0012328; HMDB0031053; HMDB0031145; HMDB0031711; HMDB0032638; HMDB0033791; HMDB0035877; HMDB0037647; HMDB0038958; HMDB0041422; HMDB02186; HMDB03229; HMDB10735; HMDB12328; HMDB31053; HMDB31145; HMDB31711; HMDB32638; HMDB33791; HMDB35877; HMDB37647; HMDB38958; HMDB41422; HMDB60082"	C08362	"CHEBI:28716; CHEBI:35465; CHEBI:37252; CHEBI:59265"	Hypogeic acid	-0,000385417	C16H30O2	-H(-)	100
META vegan:META ctrl	367	367	0,020400845	0,789585335	0,86497288	0,354256327	0,354256327	254,0801225	"HMDB0014608; HMDB0029322; HMDB0030215; HMDB0030320; HMDB0038639; HMDB0038640; HMDB0041996; HMDB14608; HMDB29322; HMDB30215; HMDB30320; HMDB38639; HMDB38640; HMDB41996"	C07062	"CHEBI:105080; CHEBI:503269; CHEBI:725388"	Ketorolac	0,002143811	C15H13NO3	-H(-)	16
META vegan:META ctrl	368	368	-0,358349669	0,000208771	0,00154278	0,000631857	0,000631857	255,0651211	"HMDB0005760; HMDB0029462; HMDB0029519; HMDB0030808; HMDB0032577; HMDB0033904; HMDB0036457; HMDB0037316; HMDB0041647; HMDB0061744; HMDB0128077; HMDB0129959; HMDB0134575; HMDB0137512; HMDB0137518; HMDB0137526; HMDB0138504; HMDB0141337; HMDB05760; HMDB29462; HMDB29519; HMDB30808; HMDB32577; HMDB33904; HMDB36457; HMDB37316; HMDB41647; HMDB61744"	"C08650; C09762; C09827"	"CHEBI:132612; CHEBI:215489; CHEBI:536636; CHEBI:75842"	Dihydrodaidzein	0,00116076	C15H12O4	-H(-)	77
META vegan:META ctrl	369	369	-2,318594582	7,95329E-06	0,000103512	4,23939E-05	4,23939E-05	255,0864577	"HMDB0141328; HMDB0141330; HMDB0142079; HMDB0142082"			3-hydroxy-3-(3,4,5-trimethoxyphenyl)propanoic acid	0,0009534	C12H16O6	-H(-)	100
META vegan:META ctrl	370	370	0,002930821	0,945821221	0,971870596	0,398331646	0,398037113	257,0715552	"HMDB0028777; HMDB0028882; HMDB28777; HMDB28882"			Cysteinyl-Histidine	-0,000171196	C9H14N4O3S	-H(-)	100
META vegan:META ctrl	371	371	-0,08312432	0,055574894	0,138857614	0,056870209	0,056870209	258,0727347	"HMDB0041934; HMDB41934"			Mizoribine	0,000423399	C9H13N3O6	-H(-)	100
META vegan:META ctrl	372	372	0,068336227	0,548399688	0,695064721	0,284669127	0,284669127	258,1214855	"HMDB0028906; HMDB0028928; HMDB28906; HMDB28928"			Isoleucyl-Glutamate	0,00063402	C11H19N2O5	-H(-)	100
META vegan:META ctrl	373	373	0,180343475	0,043326881	0,114142116	0,046747785	0,046747785	259,1447317	"HMDB0033481; HMDB0094673; HMDB33481; HMDB94673"	C10755	CHEBI:71608	Baptifoline	0,000469031	C15H20N2O2	-H(-)	100
META vegan:META ctrl	374	374	0,134829996	0,085833145	0,191423279	0,078398883	0,078398883	260,0214477	"HMDB0062550; HMDB62550"		CHEBI:82944	2-Methoxyacetaminophen sulfate	0,001983098	C9H11NO6S	-H(-)	21
META vegan:META ctrl	375	375	-0,654641624	1,22367E-06	2,09223E-05	8,5689E-06	8,5689E-06	261,0725511	"HMDB0011164; HMDB0028815; HMDB0029145; HMDB0030413; HMDB0030419; HMDB11164; HMDB28815; HMDB29145; HMDB30413; HMDB30419"		CHEBI:73503	L-beta-aspartyl-L-glutamic acid	0,000272649	C9H14N2O7	-H(-)	100
META vegan:META ctrl	376	376	0,072147814	0,157497199	0,295932924	0,121223401	0,121201616	261,1336776	"HMDB0031897; HMDB31897"			Phaseolic acid	0,000683544	C12H22O6	-H(-)	100
META vegan:META ctrl	377	377	-0,285068356	0,313320063	0,47526554	0,194943124	0,194648675	263,1029146	"HMDB0004259; HMDB0006344; HMDB0061136; HMDB04259; HMDB06344; HMDB61136"	"C04148; C05642"	CHEBI:17884	Acetyl-N-formyl-5-methoxykynurenamine	0,000815331	C13H16N2O4	-H(-)	100
META vegan:META ctrl	378	378	0,459182578	0,000178781	0,001378953	0,000565035	0,000564761	263,2002728	"HMDB0035910; HMDB0036153; HMDB0037218; HMDB0037224; HMDB0037273; HMDB0039630; HMDB35910; HMDB36153; HMDB37218; HMDB37224; HMDB37273; HMDB39630"		CHEBI:602138	Cedryl acetate	0,001379931	C17H28O2	-H(-)	54
META vegan:META ctrl	379	379	0,111890089	0,154079711	0,291979435	0,120146628	0,119582434	263,2358303	"HMDB0037543; HMDB37543"			(±)-(Z)-2-(5-Tetradecenyl)cyclobutanone	0,002207829	C18H32O	-H(-)	14
META vegan:META ctrl	380	380	-0,246049542	0,304980698	0,467386939	0,191421933	0,191421933	264,1061255	"HMDB0000235; HMDB00235"	C00378	CHEBI:18385	Thiamine	-0,00109565	C12H17N4OS	-H(-)	86
META vegan:META ctrl	381	381	0,187580065	0,333986661	0,49699039	0,203546254	0,203546254	265,1076047	"HMDB0040891; HMDB0041582; HMDB0125455; HMDB0133195; HMDB0133196; HMDB0133197; HMDB0133198; HMDB40891; HMDB41582"			3'',4'',5''-Trimethoxycinnamyl alcohol acetate	0,000541813	C14H18O5	-H(-)	100
META vegan:META ctrl	382	382	-0,164664522	0,513274516	0,665979454	0,272779694	0,272757032	267,0720348	"HMDB0000425; HMDB00425"			3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid	0,000120075	C9H16O9	-H(-)	100
META vegan:META ctrl	383	383	-0,328891832	0,000693566	0,004382532	0,0017949	0,0017949	267,1223513	"HMDB0038935; HMDB0061643; HMDB38935; HMDB61643"			Kamahine C	0,001445153	C14H20O5	-H(-)	49
META vegan:META ctrl	384	384	-0,215804781	0,022270959	0,069857109	0,028610519	0,028610519	267,1378165	"HMDB0014400; HMDB14400"	C07620	CHEBI:4531	Diethylstilbestrol	0,001236203	C18H20O2	-H(-)	68
META vegan:META ctrl	385	385	-1,281164927	7,49534E-13	5,44661E-11	2,2307E-11	2,2307E-11	267,2321597	"HMDB0030997; HMDB0031046; HMDB0040888; HMDB0060038; HMDB0061858; HMDB0062437; HMDB30997; HMDB31046; HMDB40888; HMDB60038; HMDB61858; HMDB62437"	"C12100; C16536"	"CHEBI:75094; CHEBI:84328"	Cyclohexaneundecanoic acid	0,000793045	C17H32O2	-H(-)	100
META vegan:META ctrl	386	386	-0,034645736	0,919541004	0,962707806	0,395186123	0,394284421	269,0874276	"HMDB0029955; HMDB29955"			D-erythro-L-galacto-Nonulose	0,000377299	C9H18O9	-H(-)	100
META vegan:META ctrl	387	387	0,424792807	0,013180954	0,045640247	0,018754467	0,018692316	269,210185	"HMDB0010733; HMDB0030972; HMDB0030973; HMDB0030978; HMDB10733; HMDB30972; HMDB30973; HMDB30978"		CHEBI:37251	3-Oxohexadecanoic acid	0,002032264	C16H30O3	-H(-)	19
META vegan:META ctrl	388	388	-1,179016537	1,2748E-19	1,11162E-16	4,55274E-17	4,55274E-17	269,2476288	"HMDB0002259; HMDB0031067; HMDB0034131; HMDB0037372; HMDB0040392; HMDB0040598; HMDB0059870; HMDB0061859; HMDB02259; HMDB31067; HMDB34131; HMDB37372; HMDB40392; HMDB40598; HMDB59870; HMDB61859"	C16995	"CHEBI:32365; CHEBI:84874; CHEBI:87343"	Heptadecanoic acid	0,000973864	C17H34O2	-H(-)	100
META vegan:META ctrl	389	389	0,20619707	0,03896234	0,106101947	0,043483718	0,043454872	270,1504214	"HMDB0060766; HMDB60766"			4-Hydroxyatomoxetine	-0,000469735	C17H21NO2	-H(-)	100
META vegan:META ctrl	390	390	1,008844129	0,156285137	0,294979739	0,120811232	0,120811232	270,2067119	"HMDB0013317; HMDB13317"		CHEBI:74437	Tridecanoylglycine	0,000754401	C15H29NO3	-H(-)	100
META vegan:META ctrl	391	391	-0,186893854	0,113661083	0,236670237	0,097110708	0,096930125	270,9908742	"HMDB0128634; HMDB0128636; HMDB0128638"			[(7-hydroxy-1-oxo-1H-isochromen-3-yl)methoxy]sulfonic acid	0,000922236	C10H8O7S	-H(-)	100
META vegan:META ctrl	392	392	-0,186332577	0,039058171	0,106101947	0,043454872	0,043454872	271,0610589	"HMDB0002670; HMDB0005897; HMDB0029631; HMDB0030873; HMDB0031824; HMDB0033308; HMDB0033928; HMDB0034002; HMDB0034105; HMDB0037254; HMDB0038549; HMDB0041656; HMDB0041698; HMDB0041704; HMDB0125364; HMDB0125365; HMDB0126021; HMDB0126022; HMDB0128074; HMDB0128075; HMDB0129341; HMDB0129965; HMDB0130173; HMDB0130182; HMDB0133545; HMDB0133993; HMDB0133999; HMDB0134891; HMDB0134892; HMDB0137525; HMDB0137528; HMDB0137531; HMDB0138088; HMDB0138618; HMDB02670; HMDB05897; HMDB29631; HMDB30873; HMDB31824; HMDB33308; HMDB33928; HMDB34002; HMDB34105; HMDB37254; HMDB38549; HMDB41656; HMDB41698; HMDB41704"	"C00509; C01263; C03567; C06561; C09751; C14458; C17673"	"CHEBI:15413; CHEBI:15649; CHEBI:16035; CHEBI:17846; CHEBI:78029"	Naringenin	0,000137587	C15H12O5	-H(-)	100
META vegan:META ctrl	393	393	0,124541368	0,192283977	0,341490078	0,1398599	0,1398599	271,1909263	"HMDB0035918; HMDB35918"			7(14)-Bisabolene-2,3,10,11-tetrol	0,000555592	C15H28O4	-H(-)	100
META vegan:META ctrl	394	394	0,026248531	0,693705239	0,793846415	0,325125934	0,325125934	271,2260028	"HMDB0010734; HMDB0031057; HMDB0061658; HMDB0112184; HMDB0112185; HMDB0112186; HMDB0112187; HMDB0112188; HMDB0112189; HMDB0112190; HMDB0112191; HMDB0112192; HMDB10734; HMDB31057; HMDB61658"		"CHEBI:37248; CHEBI:38247; CHEBI:65101"	(R)-3-Hydroxy-hexadecanoic acid	0,001864507	C16H32O3	-H(-)	25
META vegan:META ctrl	395	395	0,079260893	0,338087033	0,502234911	0,205694189	0,205694189	272,1283697	"HMDB0030187; HMDB0038834; HMDB30187; HMDB38834"		CHEBI:520668	(E,E)-Piperlonguminine	0,000846637	C16H19NO3	-H(-)	100
META vegan:META ctrl	396	396	-0,096376426	0,445813354	0,605528418	0,247998843	0,247998843	272,1717524	"HMDB0028722; HMDB0029121; HMDB28722; HMDB29121"			Arginyl-Valine	0,001059938	C11H23N5O3	-H(-)	91
META vegan:META ctrl	397	397	0,13319134	0,101956334	0,217373895	0,089027159	0,089027159	272,1877682	"HMDB0013238; HMDB13238"		CHEBI:74303	Heptanoylcarnitine	-0,00103731	C14H27NO4	-H(-)	94
META vegan:META ctrl	398	398	0,292740786	0,062148723	0,149293903	0,061144471	0,061144471	273,0056767	"HMDB0029200; HMDB0041748; HMDB0127955; HMDB0131141; HMDB29200; HMDB41748"		CHEBI:133508	Ferulic acid 4-sulfate	0,001769688	C10H10O7S	-H(-)	29
META vegan:META ctrl	399	399	0,20051331	0,010856803	0,039120381	0,016022054	0,016022054	273,0439168	"HMDB0059981; HMDB0126242; HMDB0126373; HMDB0133253; HMDB0133255; HMDB0133259; HMDB0135676; HMDB0135698; HMDB0135699; HMDB59981"		CHEBI:88703	4-Hydroxy-5-(phenyl)-valeric acid-O-sulphate	-8,50429E-05	C11H14O6S	-H(-)	100
META vegan:META ctrl	400	400	0,212537094	0,106953599	0,22636781	0,092710686	0,092710686	273,0965026	"HMDB0028833; HMDB28833"			Glutamyl-Gamma-glutamate	0,00013048	C10H16N3O6	-H(-)	100
META vegan:META ctrl	401	401	0,194957878	0,037997214	0,104522305	0,042807918	0,042807918	273,1697661	"HMDB0000394; HMDB00394"			3-Hydroxytetradecanedioic acid	0,000980445	C14H26O5	-H(-)	100
META vegan:META ctrl	402	402	0,13906121	0,060743273	0,146726134	0,060092822	0,060092822	274,1040505	"HMDB0005766; HMDB0011738; HMDB0028796; HMDB0028817; HMDB0029147; HMDB05766; HMDB11738; HMDB28796; HMDB28817; HMDB29147"	C05283	CHEBI:73707	Norophthalmic acid	0,000407559	C10H17N3O6	-H(-)	100
META vegan:META ctrl	403	403	0,276349956	0,176792468	0,318051828	0,130451779	0,130260584	274,1402368	"HMDB0003869; HMDB0004207; HMDB0028824; HMDB0029154; HMDB03869; HMDB04207; HMDB28824; HMDB29154"		"CHEBI:73521; CHEBI:88494"	Epsilon-(gamma-Glutamyl)-lysine	0,00060674	C11H21N3O5	-H(-)	100
META vegan:META ctrl	404	404	0,095815872	0,257573518	0,410793721	0,168476828	0,168243743	275,0190702	"HMDB0034454; HMDB34454"	C04485	CHEBI:17181	5-(4-Acetoxy-1-butynyl)-2,2''-bithiophene	0,001523858	C14H12O2S2	-H(-)	43
META vegan:META ctrl	405	405	-0,002177585	0,967756073	0,979668023	0,401415708	0,401230609	275,087692	"HMDB0011737; HMDB0028818; HMDB0029148; HMDB0042036; HMDB11737; HMDB28818; HMDB29148; HMDB42036"	C05282	CHEBI:5390	gamma-Glutamylglutamic acid	0,000781735	C10H16N2O7	-H(-)	100
META vegan:META ctrl	406	406	0,002876403	0,964199531	0,979668023	0,40180719	0,401230609	275,1015421	"HMDB0011106; HMDB11106"	C04732	CHEBI:15934	5-Amino-6-ribitylamino uracil	-0,001834956	C9H16N4O6	-H(-)	26
META vegan:META ctrl	407	407	-0,282522863	0,332149503	0,495101482	0,202772638	0,202772638	275,1665717	"HMDB0015586; HMDB0031463; HMDB0038938; HMDB0038994; HMDB0040375; HMDB0041201; HMDB0137236; HMDB0137237; HMDB15586; HMDB31463; HMDB38938; HMDB38994; HMDB40375; HMDB41201"	C10494	CHEBI:3988	Cyclandelate	-0,001304382	C17H24O3	-H(-)	61
META vegan:META ctrl	408	408	0,421104095	0,032247957	0,091701624	0,037636773	0,037557109	275,2001286	"HMDB0002697; HMDB0004590; HMDB0005886; HMDB0006547; HMDB0032464; HMDB0032672; HMDB0034382; HMDB0062677; HMDB02697; HMDB04590; HMDB05886; HMDB06547; HMDB32464; HMDB32672; HMDB34382; HMDB62677"	C16300	"CHEBI:32389; CHEBI:36412; CHEBI:529214; CHEBI:87333"	19-Norandrosterone	0,001524135	C18H28O2	-H(-)	43
META vegan:META ctrl	409	409	0,61343957	0,005588655	0,023822794	0,009832022	0,009756809	275,2363095	"HMDB0005830; HMDB05830"		CHEBI:428105	5a-Androstan-3b-ol	0,001728621	C19H32O	-H(-)	31
META vegan:META ctrl	410	410	0,097948316	0,09899792	0,213295807	0,087513754	0,087356946	276,019292	"HMDB0002028; HMDB02028"			DOPA sulfate	-0,00094661	C9H11NO7S	-H(-)	100
META vegan:META ctrl	411	411	-0,005254267	0,932961565	0,96760314	0,39665787	0,396289343	276,0427675	"HMDB0060008; HMDB0060009; HMDB0060010; HMDB60008; HMDB60009; HMDB60010"			N-(2-hydroxymethyl-3-chlorophenyl)anthranilic acid	0,000526511	C14H12ClNO3	-H(-)	25
META vegan:META ctrl	412	412	0,024932305	0,807589263	0,877359864	0,359623263	0,359329512	276,1020823	"HMDB0028803; HMDB0028971; HMDB0028987; HMDB28803; HMDB28971; HMDB28987"			Glutaminylmethionine	0,000267316	C10H19N3O4S	-H(-)	100
META vegan:META ctrl	412	412	0,024932305	0,807589263	0,877359864	0,359623263	0,359329512	276,1020823	"HMDB0033355; HMDB0034110; HMDB33355; HMDB34110"			Dehydroaporheine	0,000919416	C18H15NO2	-H(-)	100
META vegan:META ctrl	413	413	0,067089664	0,640739144	0,760332908	0,311757425	0,311400218	276,1705223	"HMDB0041944; HMDB41944"		CHEBI:60728	N-Acetylprocainamide	0,001227381	C15H23N3O2	-H(-)	69
META vegan:META ctrl	414	414	0,001059726	0,993254531	0,996683488	0,408199424	0,408199424	277,1543414	"HMDB0013243; HMDB0028914; HMDB0028998; HMDB0062483; HMDB13243; HMDB28914; HMDB28936; HMDB28998; HMDB62483"	C11221	"CHEBI:111173; CHEBI:383437"	Leucyl-phenylalanine	0,001423938	C15H22N2O3	-H(-)	51
META vegan:META ctrl	415	415	0,412137073	0,013189613	0,045640247	0,018692316	0,018692316	277,1806226	"HMDB0030801; HMDB0030974; HMDB0031928; HMDB0039251; HMDB0137260; HMDB30801; HMDB30974; HMDB31928; HMDB39251"	"C10482; C16792"		1-(4-Hydroxy-3-methoxyphenyl)-3-decanone	0,000294655	C17H26O3	-H(-)	100
META vegan:META ctrl	416	416	0,61275186	0,011368411	0,040462261	0,016571632	0,016571632	277,2164727	"HMDB0001388; HMDB0003073; HMDB0030962; HMDB0030963; HMDB0030964; HMDB01388; HMDB03073; HMDB30962; HMDB30963; HMDB30964"	"C06426; C06427; C08364"	"CHEBI:27432; CHEBI:28661; CHEBI:38383; CHEBI:86148"	Alpha-Linolenic acid	0,000830027	C18H30O2	-H(-)	56
META vegan:META ctrl	417	417	-0,068844747	0,542692761	0,69185393	0,283354123	0,283354123	278,0722116	"HMDB0032162; HMDB32162"		CHEBI:53546	Acrylic acid-2-acrylamido-2-methyl propane sulfonic acid copolymer	-0,00183077	C10H17NO6S	-H(-)	26
META vegan:META ctrl	418	418	0,063875628	0,552343599	0,696016789	0,285059055	0,285059055	278,1229723	"HMDB0037844; HMDB37844"			N-(1-Deoxy-1-fructosyl)valine	0,001552437	C11H21NO7	-H(-)	41
META vegan:META ctrl	419	419	0,11410013	0,208600051	0,360911199	0,14781397	0,14781397	278,1533681	"HMDB0013889; HMDB0015273; HMDB13889; HMDB15273"	C06971	CHEBI:36691	E-10-Hydroxynortriptyline	0,001669033	C19H21NO	-H(-)	34
META vegan:META ctrl	420	420	-0,288852198	0,001336498	0,007667278	0,003140193	0,003140193	279,0378276	"HMDB0127482; HMDB0127483"			6-[(2-carboxyacetyl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid	-0,00205807	C9H12O10	-H(-)	18
META vegan:META ctrl	421	421	0,233577923	0,093299554	0,203902784	0,083509961	0,083509961	279,161581	"HMDB0030148; HMDB0036979; HMDB0040755; HMDB0041229; HMDB30148; HMDB36979; HMDB40755; HMDB41229"			Prehumulinic acid	-0,001399064	C16H24O4	-H(-)	53
META vegan:META ctrl	422	422	0,165176583	0,241658164	0,39587178	0,162226369	0,162132346	281,1015697	"HMDB0125459; HMDB0125461; HMDB0125462; HMDB0125463"			2-[4,6-dihydroxy-3-(4-hydroxy-3-methylbut-2-en-1-yl)-2-methoxyphenyl]acetic acid	0,001491407	C14H18O6	-H(-)	45
META vegan:META ctrl	423	423	-0,057287088	0,686473717	0,787638265	0,322583338	0,322583338	281,1377111	"HMDB0033375; HMDB0034941; HMDB0034983; HMDB0035846; HMDB0038660; HMDB0038661; HMDB0038989; HMDB0039241; HMDB0041324; HMDB33375; HMDB34941; HMDB34983; HMDB35846; HMDB38660; HMDB38661; HMDB38989; HMDB39241; HMDB41324"	C15971	"CHEBI:23758; CHEBI:83631"	Octyl gallate	0,001735393	C15H22O5	-H(-)	31
META vegan:META ctrl	424	424	0,160085949	0,429353077	0,589599816	0,241475161	0,241475161	281,1750299	"HMDB0033630; HMDB33630"			Lactapiperanol C	0,00080203	C16H26O4	-H(-)	100
META vegan:META ctrl	425	425	0,022758371	0,705697244	0,80440261	0,329449305	0,329449305	283,0224882	"HMDB0032876; HMDB0034042; HMDB0034138; HMDB0037921; HMDB0128435; HMDB0140295; HMDB0140296; HMDB32876; HMDB34042; HMDB34138; HMDB37921"	C10401		Rhein	0,00232287	C15H8O6	-H(-)	12
META vegan:META ctrl	426	426	-0,082219828	0,453217856	0,611773948	0,250556748	0,250556748	283,064838	"HMDB0014718; HMDB0014967; HMDB14718; HMDB14967"	C06948	"CHEBI:146385; CHEBI:49575"	Mazindol	-0,000474155	C16H13ClN2O	-H(-)	25
META vegan:META ctrl	427	427	-0,004983315	0,982628256	0,990927052	0,406169319	0,405841831	283,1024769	HMDB0126522			{[(2Z)-2-(phenylmethylidene)heptyl]oxy}sulfonic acid	-0,001524255	C14H20O4S	-H(-)	43
META vegan:META ctrl	428	428	-0,119169858	0,384385083	0,543247638	0,222491268	0,222491268	283,1430196	"HMDB0014947; HMDB14947"		CHEBI:774555	Tropicamide	0,002181079	C17H20N2O2	-H(-)	15
META vegan:META ctrl	429	429	0,028622047	0,834412286	0,89939124	0,368352633	0,368352633	283,1687653	"HMDB0003422; HMDB0030432; HMDB0038050; HMDB03422; HMDB30432; HMDB38050"	C20144	CHEBI:40799	Boldione	0,001587421	C19H24O2	-H(-)	39
META vegan:META ctrl	430	430	-0,035774814	0,550097044	0,695076227	0,285135768	0,28467384	284,0875162	"HMDB0005923; HMDB05923"		CHEBI:70989	N4-Acetylcytidine	0,001291909	C11H15N3O6	-H(-)	63
META vegan:META ctrl	431	431	0,128262933	0,077986168	0,177940157	0,072909787	0,072876766	285,0595876	"HMDB0029498; HMDB0041272; HMDB0059998; HMDB0124997; HMDB0125471; HMDB0135181; HMDB29498; HMDB41272; HMDB59998"		CHEBI:88743	3''-Methoxyfukiic acid	0,00200265	C12H14O8	-H(-)	20
META vegan:META ctrl	432	432	-0,644749435	3,47137E-05	0,000347935	0,000142499	0,000142499	285,1594462	"HMDB0060995; HMDB60995"			10-alpha-methoxy-9,10-dihydrolysergol	0,00140454	C17H22N2O2	-H(-)	52
META vegan:META ctrl	433	433	-0,077947515	0,463054277	0,619299585	0,253638931	0,253638931	285,2061738	"HMDB0000672; HMDB0041287; HMDB0059777; HMDB00672; HMDB41287; HMDB59777"	C19615	CHEBI:73722	Hexadecanedioic acid	0,000958076	C16H30O4	-H(-)	100
META vegan:META ctrl	434	434	0,068869135	0,364402557	0,524354835	0,214753575	0,214753575	285,2224093	"HMDB0000305; HMDB0006216; HMDB0006217; HMDB0006221; HMDB0030403; HMDB00305; HMDB0034735; HMDB0036728; HMDB0036841; HMDB0038709; HMDB03439; HMDB06216; HMDB06217; HMDB06221; HMDB30403; HMDB34735; HMDB36728; HMDB36841; HMDB38709"	"C00473; C00899; C11873; C11887; C16682; C19962"	"CHEBI:16302; CHEBI:17336; CHEBI:29509; CHEBI:45479"	Vitamin A	-2,12034E-05	C20H30O	-H(-)	100
META vegan:META ctrl	435	435	-0,355619813	0,000920495	0,005497752	0,002251647	0,002251647	286,1620286	"HMDB0014578; HMDB0014873; HMDB14578; HMDB14873"	"C06935; C08071"	"CHEBI:126722; CHEBI:4046"	Cyproheptadine	-0,001906125	C21H21N	-H(-)	23
META vegan:META ctrl	436	436	0,282700094	0,013568151	0,046397757	0,01900256	0,01900256	286,2036265	"HMDB0000791; HMDB00791; HMDB00834"	C02838	CHEBI:18102	L-Octanoylcarnitine	-0,001245647	C15H29NO4	-H(-)	67
META vegan:META ctrl	437	437	0,483078982	0,006542081	0,026533461	0,010866984	0,010866984	286,2385563	"HMDB0032358; HMDB32358"			Lauroyl diethanolamide	0,000210008	C16H33NO3	-H(-)	100
META vegan:META ctrl	438	438	0,186279029	0,215209731	0,369327587	0,151595237	0,151260967	287,0210034	"HMDB0029191; HMDB0135678; HMDB0135688; HMDB0135693; HMDB0135695; HMDB0135696; HMDB29191"		CHEBI:134254	5''-(3'',4''-Dihydroxyphenyl)-gamma-valerolactone sulfate	0,002092997	C11H12O7S	-H(-)	17
META vegan:META ctrl	439	439	0,139914201	0,041692956	0,110842249	0,0453963	0,0453963	287,0497466	"HMDB0000788; HMDB00788"	C01103	CHEBI:25722	Orotidine	0,002341736	C10H12N2O8	-H(-)	12
META vegan:META ctrl	440	440	0,169071769	0,029351268	0,085707928	0,035175657	0,035102344	287,274455	"HMDB0005943; HMDB0040180; HMDB05943; HMDB40180"		CHEBI:61313	5b-Pregnanediol	-3,14576E-05	C21H36	-H(-)	100
META vegan:META ctrl	441	441	-0,031072178	0,540389573	0,689926365	0,282564674	0,282564674	288,1241948	"HMDB0041836; HMDB0041955; HMDB41836; HMDB41955"		CHEBI:41001	Benzoyl ecgonine	-6,39264E-05	C16H19NO4	-H(-)	100
META vegan:META ctrl	442	442	-0,12814322	0,23819458	0,392638324	0,16080806	0,16080806	288,1598712	"HMDB0013960; HMDB0014568; HMDB0014712; HMDB0040700; HMDB13960; HMDB14568; HMDB14712; HMDB31435; HMDB40700"	"C01479; C02046"	"CHEBI:16684; CHEBI:17486; CHEBI:308602"	Donepezil metabolite M4	0,000645074	C17H23NO3	-H(-)	100
META vegan:META ctrl	443	443	0,062820221	0,385906126	0,544514793	0,223010241	0,223010241	289,0388116	"HMDB0059975; HMDB0059976; HMDB0125823; HMDB0127756; HMDB0127760; HMDB0135701; HMDB0135702; HMDB0135708; HMDB0135711; HMDB0135712; HMDB0135714; HMDB0135715; HMDB59975; HMDB59976"		"CHEBI:88682; CHEBI:88683"	4-Hydroxy-5-(3''-hydroxyphenyl)-valeric acid-3''-O-sulphate	-6,52375E-05	C11H14O7S	-H(-)	100
META vegan:META ctrl	444	444	-0,188435699	0,020620195	0,065015897	0,02668181	0,026627763	289,1081559	"HMDB0038722; HMDB0127764; HMDB38722"			5,6-Dihydro-11-methoxyyangonin	-9,43285E-06	C16H18O5	-H(-)	100
META vegan:META ctrl	445	445	-0,022386921	0,810377928	0,878917354	0,359967394	0,359967394	289,1924376	"HMDB0013962; HMDB0060962; HMDB13962; HMDB60962"		CHEBI:1222127	Verapamil  metabolite D-617	-0,000286947	C17H26N2O2	-H(-)	100
META vegan:META ctrl	446	446	0,198879072	0,02560479	0,076990953	0,03153224	0,03153224	289,2149369	"HMDB0014347; HMDB14347"	C07546	CHEBI:45652	Succinylcholine	-0,001656963	C14H30N2O4	-H(-)	35
META vegan:META ctrl	447	447	0,224724548	0,004441411	0,019963453	0,008176187	0,008176187	289,2179037	"HMDB0000031; HMDB0000365; HMDB0000490; HMDB0000546; HMDB0002961; HMDB00031; HMDB0003818; HMDB0005849; HMDB0006770; HMDB00365; HMDB0037711; HMDB00490; HMDB00546; HMDB02961; HMDB03818; HMDB05849; HMDB06770; HMDB37711"	"C00523; C03917; C04295; C04373; C05293; C07635; C14210"	"CHEBI:16032; CHEBI:16330; CHEBI:2710; CHEBI:28195; CHEBI:428206; CHEBI:428213; CHEBI:542034"	Androsterone	-0,000601025	C19H30O2	-H(-)	100
META vegan:META ctrl	448	448	-0,02292787	0,746828233	0,835987445	0,342385118	0,342385118	290,0353149	HMDB0142153			(2S)-2-amino-3-[4-hydroxy-3-(sulfooxy)phenyl]-2-methylpropanoic acid	-0,001319548	C10H13NO7S	-H(-)	60
