difference	ionIdx	index diff	log2(FC)	p-value	adj p-value (BH)	pFDR (Storey)	q-value (Storey)	m/z	hmdb_id	kegg_id	other_id	name	mz difference	formula	ion	annotation score
META vegan:META ctrl	193	193	0,128917821	0,015109674	0,051267064	0,020996822	0,020996822	183,1025652	"HMDB0036117; HMDB0036998; HMDB0039052; HMDB0039710; HMDB0040883; HMDB36117; HMDB36998; HMDB39052; HMDB39710; HMDB40883"			5-exo-Hydroxy-1,2-campholide	0,00010209	C10H16O3	-H(-)	100
META vegan:META ctrl	194	194	-0,233857684	0,006504979	0,026533461	0,010906814	0,010866984	183,1381593	"HMDB0031062; HMDB0031063; HMDB0031087; HMDB0031272; HMDB0031406; HMDB0031691; HMDB0031843; HMDB0032308; HMDB0032320; HMDB0032396; HMDB0032404; HMDB0032453; HMDB0032461; HMDB0032489; HMDB0032534; HMDB0033371; HMDB0033724; HMDB0034428; HMDB0034429; HMDB0036140; HMDB0036784; HMDB0037106; HMDB0037185; HMDB0037225; HMDB0037309; HMDB0038273; HMDB0038274; HMDB0038277; HMDB0038278; HMDB0038311; HMDB0038906; HMDB0040593; HMDB31062; HMDB31063; HMDB31087; HMDB31272; HMDB31406; HMDB31691; HMDB31843; HMDB32308; HMDB32320; HMDB32396; HMDB32404; HMDB32453; HMDB32461; HMDB32489; HMDB32534; HMDB33371; HMDB33724; HMDB34428; HMDB34429; HMDB36140; HMDB36784; HMDB37106; HMDB37185; HMDB37225; HMDB37309; HMDB38273; HMDB38274; HMDB38277; HMDB38278; HMDB38311; HMDB38906; HMDB40593"	"C12295; C13422; C13910"	"CHEBI:31676; CHEBI:35045; CHEBI:48944"	Citronellyl formate	0,000893359	C11H20O2	-H(-)	100
META vegan:META ctrl	195	195	-0,556208366	1,17805E-05	0,000146751	6,01032E-05	6,01032E-05	184,0973621	"HMDB0006348; HMDB0006548; HMDB0094728; HMDB0094729; HMDB0094730; HMDB0094731; HMDB06348; HMDB06548; HMDB94728; HMDB94729; HMDB94730; HMDB94731"	"C10858; C12449"	CHEBI:708641	Pseudoecgonine	0,000554156	C9H15NO3	-H(-)	100
META vegan:META ctrl	196	196	-0,020195668	0,632501073	0,758369313	0,311140292	0,310596013	184,9878352	"HMDB0061736; HMDB61736"			Diethyldithiophosphate	-0,00130461	C4H11O2PS2	-H(-)	61
META vegan:META ctrl	197	197	-0,112861735	0,29155245	0,449176213	0,183963589	0,183963589	185,0566729	"HMDB0061890; HMDB61890"			Pyroglutamylglycine	0,000106996	C7H10N2O4	-H(-)	100
META vegan:META ctrl	198	198	0,561914126	0,003336331	0,016162672	0,006619547	0,006619547	185,1178601	"HMDB0010724; HMDB0030367; HMDB0030369; HMDB0033010; HMDB0038692; HMDB0038978; HMDB0039533; HMDB0039582; HMDB0039587; HMDB0040204; HMDB0040205; HMDB0041376; HMDB0041545; HMDB10724; HMDB30367; HMDB30369; HMDB33010; HMDB38692; HMDB38978; HMDB39533; HMDB39582; HMDB39587; HMDB40204; HMDB40205; HMDB41376; HMDB41545"	C17620	CHEBI:37157	3-Oxodecanoic acid	0,000457188	C10H18O3	-H(-)	100
META vegan:META ctrl	199	199	-0,228969409	5,53948E-06	7,79101E-05	3,19087E-05	3,19087E-05	185,1541854	"HMDB0000947; HMDB0002373; HMDB0032044; HMDB0032325; HMDB0032448; HMDB0033618; HMDB0033848; HMDB0034134; HMDB0034456; HMDB0034458; HMDB0034460; HMDB0036034; HMDB0036229; HMDB0038237; HMDB0038267; HMDB0039215; HMDB0040171; HMDB0040193; HMDB0040266; HMDB0041559; HMDB0059831; HMDB0059860; HMDB0062119; HMDB0094659; HMDB00947; HMDB02373; HMDB32044; HMDB32325; HMDB32448; HMDB33618; HMDB33848; HMDB34134; HMDB34456; HMDB34458; HMDB34460; HMDB36034; HMDB36229; HMDB38237; HMDB38267; HMDB39215; HMDB40171; HMDB40193; HMDB40266; HMDB41559; HMDB59831; HMDB59860; HMDB62119; HMDB94659"	C17715	"CHEBI:32368; CHEBI:63864; CHEBI:87374; CHEBI:87501; CHEBI:87511; CHEBI:87542"	Undecanoic acid	0,000517305	C11H22O2	-H(-)	100
META vegan:META ctrl	200	200	0,896632568	2,56748E-05	0,0002764	0,000113202	0,000113202	186,055608	"HMDB0000734; HMDB00734"		CHEBI:90333	Indoleacrylic acid	0,000443674	C11H9NO2	-H(-)	100
META vegan:META ctrl	201	201	-0,675351815	0,08828841	0,196096215	0,080435773	0,08031272	187,0073655	"HMDB0011635; HMDB0034782; HMDB11635; HMDB34782"		CHEBI:82914	p-Cresol sulfate	-0,000312854	C7H8O4S	-H(-)	88
META vegan:META ctrl	202	202	0,118272928	0,153027073	0,291979435	0,120112577	0,119582434	187,1326573	"HMDB0002203; HMDB0010725; HMDB0033201; HMDB0033574; HMDB0033640; HMDB0034783; HMDB0038186; HMDB0039470; HMDB0039668; HMDB0039669; HMDB0039893; HMDB0040329; HMDB0041600; HMDB02203; HMDB10725; HMDB33201; HMDB33574; HMDB33640; HMDB34783; HMDB38186; HMDB39470; HMDB39668; HMDB39669; HMDB39893; HMDB40329; HMDB41600"		CHEBI:132983	3-Hydroxycapric acid	0,001310019	C10H20O3	-H(-)	61
META vegan:META ctrl	203	203	0,418964868	0,134680049	0,265703627	0,108820973	0,108820973	188,0713057	"HMDB0002302; HMDB0014970; HMDB0029738; HMDB02302; HMDB14970; HMDB29738"	C07437	"CHEBI:149869; CHEBI:43580; CHEBI:72782"	3-Indolepropionic acid	0,000395958	C11H11NO2	-H(-)	100
META vegan:META ctrl	204	204	0,195856679	0,340947972	0,503909545	0,206380048	0,206380048	188,9867414	"HMDB0059724; HMDB0061713; HMDB59724; HMDB61713"		CHEBI:68505	Pyrocatechol sulfate	-0,000424178	C6H6O5S	-H(-)	100
META vegan:META ctrl	205	205	0,044842714	0,496114324	0,649567103	0,266035226	0,266035226	189,0394304	"HMDB0012710; HMDB0059927; HMDB12710; HMDB59927"	C00944	CHEBI:17947	3-Dehydroquinate	0,001030651	C7H10O6	-H(-)	95
META vegan:META ctrl	206	206	0,13355622	0,162404938	0,301312991	0,123405064	0,123405064	189,0873166	"HMDB0001370; HMDB0028697; HMDB0029054; HMDB0031412; HMDB0039222; HMDB01370; HMDB28697; HMDB29054; HMDB31412; HMDB39222"	C00666	CHEBI:16026	Diaminopimelate	0,000763279	C7H14N2O4	-H(-)	100
META vegan:META ctrl	207	207	0,205700288	0,027499439	0,081619771	0,03351875	0,033428008	189,0947498	"HMDB0032346; HMDB0032372; HMDB0032427; HMDB32346; HMDB32372; HMDB32427"			(+/-)-Isobutyl 3-methylthiobutyrate	0,000723588	C9H18O2S	-H(-)	100
META vegan:META ctrl	208	208	0,317279429	0,013446608	0,046244173	0,018981208	0,018939658	189,0982124	"HMDB0004224; HMDB0034326; HMDB04224; HMDB34326"	"C05933; C08284"	"CHEBI:47829; CHEBI:7101"	Hydroxy-Arg	0,0011009	C6H14N4O3	-H(-)	85
META vegan:META ctrl	209	209	0,062465649	0,597921098	0,740606815	0,303321244	0,303321244	190,9747718	"HMDB0060347; HMDB60347"			2-Chloromaleylacetate	0,000502422	C6H5ClO5	-H(-)	25
META vegan:META ctrl	210	210	-0,106838925	0,437978513	0,596745724	0,244401823	0,244401823	191,0192537	"HMDB0000094; HMDB0000193; HMDB0001874; HMDB0005971; HMDB0006511; HMDB00094; HMDB00193; HMDB0033717; HMDB0041862; HMDB01874; HMDB05971; HMDB06511; HMDB33717; HMDB41862"	"C00158; C00311; C00451; C04575; C04617"	"CHEBI:151; CHEBI:15622; CHEBI:160; CHEBI:30769; CHEBI:30887; CHEBI:85805"	(Iso)Citrate	0,000472006	C6H8O7	-H(-)	100
META vegan:META ctrl	211	211	-0,117768505	0,344575885	0,507489909	0,20787142	0,207846414	191,0329619	"HMDB0031186; HMDB31186"			N-Nitrosothialdine	-0,001134391	C6H12N2OS2	-H(-)	81
META vegan:META ctrl	212	212	-0,01379523	0,873625966	0,931298096	0,381420332	0,381420332	191,1432326	"HMDB0029820; HMDB0029821; HMDB0029822; HMDB0029823; HMDB0029824; HMDB0029825; HMDB0031733; HMDB0032498; HMDB0032541; HMDB0033545; HMDB0034671; HMDB0034959; HMDB0034979; HMDB0035682; HMDB0035753; HMDB0036022; HMDB0036027; HMDB0036144; HMDB0036565; HMDB0036684; HMDB0036818; HMDB0037139; HMDB0041615; HMDB0059883; HMDB29820; HMDB29821; HMDB29822; HMDB29823; HMDB29824; HMDB29825; HMDB31733; HMDB32498; HMDB32541; HMDB33545; HMDB34671; HMDB34959; HMDB34979; HMDB35682; HMDB35753; HMDB36022; HMDB36027; HMDB36144; HMDB36565; HMDB36684; HMDB36818; HMDB37139; HMDB41615; HMDB59883"	"C12286; C12287"	"CHEBI:138017; CHEBI:32319; CHEBI:32325; CHEBI:49250; CHEBI:67207"	2,6-Diisopropyl-3-methylphenol	0,000905521	C13H20O	-H(-)	100
META vegan:META ctrl	213	213	0,00545956	0,946236395	0,971870596	0,398037113	0,398037113	192,0662122	"HMDB0000821; HMDB0000859; HMDB0011723; HMDB0013245; HMDB0013292; HMDB0032388; HMDB0034250; HMDB0060366; HMDB0060389; HMDB0060758; HMDB00821; HMDB00859; HMDB11723; HMDB13245; HMDB13292; HMDB32388; HMDB34250; HMDB60366; HMDB60389; HMDB60758"	"C01586; C05598; C06332; C16587; C16595"	"CHEBI:103973; CHEBI:16803; CHEBI:27480; CHEBI:468391; CHEBI:613303; CHEBI:613449; CHEBI:80586"	Phenylacetylglycine	0,000404114	C10H11NO3	-H(-)	100
META vegan:META ctrl	214	214	0,200013416	0,123579248	0,24887091	0,101927004	0,101927004	193,0717558	"HMDB0029915; HMDB0029916; HMDB0029965; HMDB0031437; HMDB0031449; HMDB0033816; HMDB0034219; HMDB0034221; HMDB0034222; HMDB0062564; HMDB29915; HMDB29916; HMDB29965; HMDB31437; HMDB31449; HMDB33816; HMDB34219; HMDB34221; HMDB34222; HMDB62564"	"C03365; C03659; C03844; C06352; C06353; C08257"	"CHEBI:111; CHEBI:113524; CHEBI:15975; CHEBI:18266; CHEBI:18427; CHEBI:28548; CHEBI:28762; CHEBI:37209"	D-4-O-Methyl-myo-inositol	5,30715E-06	C7H14O6	-H(-)	100
META vegan:META ctrl	215	215	0,044930383	0,514247717	0,665979454	0,272890814	0,272757032	193,0854635	"HMDB0031517; HMDB0031984; HMDB0032575; HMDB0032590; HMDB0034206; HMDB0034990; HMDB0036432; HMDB0037271; HMDB0040730; HMDB0041194; HMDB0041505; HMDB0041506; HMDB0041666; HMDB0059898; HMDB0059940; HMDB0059941; HMDB0059942; HMDB0059943; HMDB0059944; HMDB0059945; HMDB0124918; HMDB0126161; HMDB0126162; HMDB0126163; HMDB0126262; HMDB0126462; HMDB0126463; HMDB0126464; HMDB0126465; HMDB0126466; HMDB0132270; HMDB0133190; HMDB0133191; HMDB0133192; HMDB0133193; HMDB0133194; HMDB0133463; HMDB0133484; HMDB0133515; HMDB0133538; HMDB0141323; HMDB31517; HMDB31984; HMDB32575; HMDB32590; HMDB34206; HMDB34990; HMDB36432; HMDB37271; HMDB40730; HMDB41194; HMDB41505; HMDB41506; HMDB41666; HMDB59898; HMDB59940; HMDB59941; HMDB59942; HMDB59943; HMDB59944; HMDB59945"	C17497	CHEBI:86562	(R)-3-Hydroxy-5-phenylpentanoic acid	0,001553786	C11H14O3	-H(-)	41
META vegan:META ctrl	216	216	0,626081249	0,012753961	0,044844571	0,018366441	0,018366441	193,1225955	"HMDB0014018; HMDB0031840; HMDB0032567; HMDB0034450; HMDB0035126; HMDB0035375; HMDB0035376; HMDB0035801; HMDB0037018; HMDB0037231; HMDB0037389; HMDB0038046; HMDB0038292; HMDB0039685; HMDB0040439; HMDB0041497; HMDB0041610; HMDB0132986; HMDB14018; HMDB31840; HMDB32567; HMDB34450; HMDB35126; HMDB35375; HMDB35376; HMDB35801; HMDB37018; HMDB37231; HMDB37389; HMDB38046; HMDB38292; HMDB39685; HMDB40439; HMDB41497; HMDB41610"	C17002		4-Hydroxypropofol	0,000807187	C12H18O2	-H(-)	100
META vegan:META ctrl	217	217	0,080481954	0,58863316	0,731179652	0,299460276	0,299460276	194,0450549	"HMDB0000840; HMDB0001229; HMDB0002016; HMDB0002404; HMDB0004067; HMDB0006116; HMDB0013678; HMDB0030726; HMDB0038055; HMDB0039119; HMDB0060602; HMDB00840; HMDB01229; HMDB02016; HMDB02404; HMDB04067; HMDB06116; HMDB06340; HMDB13678; HMDB30726; HMDB38055; HMDB39119; HMDB60602"	"C00822; C05604; C07588"	"CHEBI:16852; CHEBI:242989; CHEBI:594277; CHEBI:60872; CHEBI:613375; CHEBI:68451; CHEBI:9008"	Salicyluric acid	0,000826005	C9H9NO4	-H(-)	100
META vegan:META ctrl	218	218	0,078144819	0,174554659	0,315791832	0,129334985	0,129334985	194,0808955	"HMDB0014903; HMDB0029217; HMDB0041943; HMDB0060065; HMDB0060351; HMDB14903; HMDB29217; HMDB41943; HMDB60065; HMDB60351"	"C03404; C07921; C16586"	"CHEBI:17215; CHEBI:6912; CHEBI:80585"	Methyl-Tyr	0,001370757	C10H13NO3	-H(-)	55
META vegan:META ctrl	219	219	-0,008541179	0,914624483	0,962065801	0,394021483	0,394021483	195,0501565	"HMDB0000565; HMDB0000625; HMDB0003290; HMDB00565; HMDB00625; HMDB03290; HMDB03373"	"C00257; C00800; C00880"	"CHEBI:16154; CHEBI:16534; CHEBI:33198"	Hexonic acid	0,000869153	C6H12O7	-H(-)	100
META vegan:META ctrl	220	220	0,251018976	0,005592048	0,023822794	0,009789767	0,009756809	195,0847441	"HMDB0040241; HMDB40241"			1-(2-Thienyl)-1-heptanone	0,000164675	C11H16OS	-H(-)	100
META vegan:META ctrl	221	221	-1,61126169	1,22177E-06	2,09223E-05	8,90481E-06	8,5689E-06	195,1016176	"HMDB0036226; HMDB0037725; HMDB0037734; HMDB0135672; HMDB36226; HMDB37725; HMDB37734"			2,6-Dimethoxy-4-propylphenol	0,001049699	C11H16O3	-H(-)	92
META vegan:META ctrl	222	222	-1,333184847	4,70378E-06	6,83615E-05	2,7998E-05	2,7998E-05	195,111952	"HMDB0029741; HMDB0040551; HMDB29741; HMDB40551"		CHEBI:255531	2-Isopropyl-3,5-dimethoxy-6-methylpyrazine	0,001948689	C10H16N2O2	-H(-)	22
META vegan:META ctrl	223	223	0,212086066	0,032284861	0,091701624	0,037557109	0,037557109	195,13813	"HMDB0030867; HMDB0030945; HMDB0031030; HMDB0031692; HMDB0032051; HMDB0032193; HMDB0032331; HMDB0032901; HMDB0034903; HMDB0035157; HMDB0036048; HMDB0036599; HMDB0037301; HMDB0038270; HMDB0038280; HMDB0039522; HMDB0040206; HMDB0040227; HMDB0040397; HMDB0040725; HMDB0041469; HMDB0041494; HMDB0061816; HMDB30867; HMDB30945; HMDB31030; HMDB31692; HMDB32051; HMDB32193; HMDB32331; HMDB32901; HMDB34903; HMDB35157; HMDB36048; HMDB36599; HMDB37301; HMDB38270; HMDB38280; HMDB39522; HMDB40206; HMDB40227; HMDB40397; HMDB40725; HMDB41469; HMDB41494; HMDB61816"	"C03107; C08486; C09861; C09863; C11338; C12300; C12306"	CHEBI:16165	Dihydro-5-(2-octenyl)-2(3H)-furanone	0,000922652	C12H20O2	-H(-)	100
META vegan:META ctrl	224	224	0,037780431	0,599148346	0,741074267	0,303512693	0,303512693	197,0420496	"HMDB0040164; HMDB40164"			4-Methyldibenzothiophene	0,000994588	C13H10S	-H(-)	100
META vegan:META ctrl	225	225	-0,682206223	0,047280932	0,122341165	0,050105769	0,050105769	197,0676826	"HMDB0004400; HMDB0059771; HMDB04400; HMDB59771"	C16366	CHEBI:89861	5-Acetylamino-6-amino-3-methyluracil	0,00033068	C7H10N4O3	-H(-)	100
META vegan:META ctrl	226	226	-0,105591813	0,35800749	0,519438488	0,212740047	0,212740047	197,0803431	"HMDB0004998; HMDB0030991; HMDB0033093; HMDB0034099; HMDB0059768; HMDB0059779; HMDB0131265; HMDB0135755; HMDB04998; HMDB30991; HMDB33093; HMDB34099; HMDB59768; HMDB59779"		"CHEBI:125366; CHEBI:200157; CHEBI:89869; CHEBI:89887"	Guaifenesin	0,001588793	C10H14O4	-H(-)	39
META vegan:META ctrl	227	227	-0,071538386	0,28652088	0,443687335	0,181752122	0,181715577	197,0926746	"HMDB0014606; HMDB14606"		CHEBI:102408	Metharbital	0,000490719	C9H14N2O3	-H(-)	100
META vegan:META ctrl	228	228	-0,29449552	0,067104634	0,159008807	0,065123285	0,065123285	197,1539661	"HMDB0000529; HMDB0010729; HMDB0029585; HMDB0029763; HMDB0031683; HMDB0032214; HMDB0032235; HMDB0032248; HMDB0033378; HMDB0034160; HMDB0034844; HMDB0036182; HMDB0037186; HMDB0037305; HMDB0037329; HMDB0037498; HMDB0037742; HMDB0037813; HMDB0038081; HMDB0038269; HMDB0038895; HMDB0038924; HMDB0039220; HMDB0040158; HMDB0040163; HMDB0040361; HMDB0041264; HMDB0041449; HMDB00529; HMDB10729; HMDB29585; HMDB29763; HMDB31683; HMDB32214; HMDB32235; HMDB32248; HMDB33378; HMDB34160; HMDB34844; HMDB36182; HMDB37186; HMDB37305; HMDB37329; HMDB37498; HMDB37742; HMDB37813; HMDB38081; HMDB38269; HMDB38895; HMDB38924; HMDB39220; HMDB40158; HMDB40163; HMDB40361; HMDB41264; HMDB41449"	"C09870; C12298"	"CHEBI:1030421; CHEBI:1115857; CHEBI:37162; CHEBI:38381; CHEBI:750110; CHEBI:87324"	C12:1	0,000736633	C12H22O2	-H(-)	100
META vegan:META ctrl	229	229	-0,098804552	0,172069696	0,312593281	0,128024994	0,128024994	198,088931	"HMDB0060477; HMDB60477"	C06114	CHEBI:28092	gamma-Glutamyl-beta-aminopropiononitrile	-0,000516692	C8H13N3O3	-H(-)	100
META vegan:META ctrl	230	230	0,277197979	0,058006541	0,142886168	0,058520134	0,058520134	199,0371326	"HMDB0037192; HMDB37192"			Potassium 2-(1''-ethoxy) ethoxypropanoate	0,000681172	C7H13KO4	-H(-)	25
META vegan:META ctrl	231	231	-0,094355783	0,128283889	0,254235343	0,104124049	0,104124049	199,0974467	"HMDB0000603; HMDB0013227; HMDB0030989; HMDB0030990; HMDB0034491; HMDB0034971; HMDB0036715; HMDB00603; HMDB13227; HMDB30989; HMDB30990; HMDB34491; HMDB34971; HMDB36715"			cis-4-Decenedioic acid	0,000135154	C10H16O4	-H(-)	100
META vegan:META ctrl	232	232	0,110881254	0,531507318	0,681579972	0,279146345	0,279146345	199,1697699	"HMDB0000638; HMDB0030998; HMDB0032310; HMDB0032440; HMDB0033619; HMDB0034128; HMDB0034136; HMDB0034137; HMDB0035410; HMDB0036225; HMDB0040166; HMDB0059868; HMDB00638; HMDB30998; HMDB32310; HMDB32440; HMDB33619; HMDB34128; HMDB34136; HMDB34137; HMDB35410; HMDB36225; HMDB40166; HMDB59868"	C02679	"CHEBI:201659; CHEBI:30805; CHEBI:87430"	Dodecanoic acid (FA12:0)	0,000582786	C12H24O2	-H(-)	100
META vegan:META ctrl	233	233	0,59816557	0,156745055	0,29520883	0,120905058	0,120905058	199,9678561	"HMDB0000731; HMDB00731"	C05824	CHEBI:27891	Sulfo-Cys	0,001430824	C3H7NO5S2	-H(-)	50
META vegan:META ctrl	234	234	-0,011939013	0,878830897	0,934561637	0,38275694	0,38275694	200,129109	"HMDB0000832; HMDB0013116; HMDB0041540; HMDB0059745; HMDB00832; HMDB13116; HMDB41540; HMDB59745"		"CHEBI:74099; CHEBI:89901"	Capryloylglycine	0,000107325	C10H19NO3	-H(-)	100
META vegan:META ctrl	235	235	0,238235001	0,620484225	0,754619587	0,309060283	0,309060283	201,0222307	"HMDB0062551; HMDB0062721; HMDB62551; HMDB62721"		"CHEBI:82932; CHEBI:82935"	4-ethylphenylsulfate	0,000471879	C8H10O4S	-H(-)	100
META vegan:META ctrl	236	236	-0,261045778	0,011980203	0,04246641	0,017392446	0,017392446	201,0759976	"HMDB0032306; HMDB0033092; HMDB32306; HMDB33092"	C04067	CHEBI:16879	4-Heptenal diethyl acetal	0,000848913	C9H14O5	-H(-)	100
META vegan:META ctrl	237	237	-0,143481144	0,243625848	0,397830974	0,162934749	0,162934749	201,1238229	"HMDB0028690; HMDB0028691; HMDB0028900; HMDB0028922; HMDB0094713; HMDB28690; HMDB28691; HMDB28900; HMDB28922; HMDB94713"			Alanyl-Isoleucine	0,0006424	C9H18N2O3	-H(-)	100
META vegan:META ctrl	238	238	-0,453864252	1,1408E-10	5,85165E-09	2,39659E-09	2,39659E-09	201,1485984	"HMDB0032443; HMDB0061654; HMDB32443; HMDB61654"			3-Hydroxynonyl acetate	0,001018873	C11H22O3	-H(-)	97
META vegan:META ctrl	239	239	0,023501935	0,756918498	0,841878738	0,344797943	0,344797943	202,0821324	"HMDB0028682; HMDB0028724; HMDB0028797; HMDB0028839; HMDB0028855; HMDB28682; HMDB28724; HMDB28797; HMDB28839; HMDB28855"			Alanyl-Asparagine	0,001196477	C7H13N3O4	-H(-)	73
META vegan:META ctrl	240	240	-0,544522618	0,010931062	0,039225868	0,016065258	0,016065258	203,0021106	"HMDB0060013; HMDB60013"		CHEBI:133460	O-methoxycatechol-O-sulphate	-0,000143423	C7H8O5S	-H(-)	100
META vegan:META ctrl	241	241	-0,125073628	0,078358968	0,177940157	0,072876766	0,072876766	203,0559769	"HMDB0041031; HMDB41031"			3,5,6-Trihydroxy-5-(hydroxymethyl)-2-methoxy-2-cyclohexen-1-one	0,000134194	C8H12O6	-H(-)	100
META vegan:META ctrl	242	242	-0,095465168	0,108454064	0,228987757	0,093783705	0,093783705	203,0818546	"HMDB0000929; HMDB0013609; HMDB0013840; HMDB0014892; HMDB0030396; HMDB0060533; HMDB0060878; HMDB0060967; HMDB00929; HMDB13609; HMDB13840; HMDB14892; HMDB30396; HMDB60533; HMDB60878; HMDB60967"	"C00078; C00525; C00806; C07839"	"CHEBI:16296; CHEBI:16828; CHEBI:27897; CHEBI:4888"	Tryptophan	0,000746061	C11H12N2O2	-H(-)	100
META vegan:META ctrl	243	243	-0,020071492	0,790980117	0,865413629	0,354436839	0,354436839	204,0661099	"HMDB0000671; HMDB0004096; HMDB0011621; HMDB0030179; HMDB0032755; HMDB0059765; HMDB00671; HMDB04096; HMDB11621; HMDB30179; HMDB32755; HMDB59765"	"C02043; C05660"	"CHEBI:235589; CHEBI:24813; CHEBI:613590; CHEBI:89877"	Indolelactic acid	0,000506366	C11H11NO3	-H(-)	100
META vegan:META ctrl	244	244	-0,175489433	0,663940121	0,77222025	0,316576523	0,316268771	204,9810847	"HMDB0059752; HMDB0060016; HMDB0060018; HMDB59752; HMDB60016; HMDB60018"		"CHEBI:89613; CHEBI:89615"	5-Sulfoxymethylfurfural	0,000147128	C6H6O6S	-H(-)	100
META vegan:META ctrl	245	245	0,080218537	0,271654312	0,427921022	0,175437763	0,175258361	205,0148197	"HMDB0128623; HMDB0128624; HMDB0128625; HMDB0131684; HMDB0136642; HMDB0136643"			7-hydroxy-1-oxo-1H-isochromene-3-carboxylic acid	-0,00057317	C10H6O5	-H(-)	100
META vegan:META ctrl	246	246	0,084276723	0,240168599	0,394401165	0,161530045	0,161530045	205,0490557	"HMDB0029466; HMDB0029472; HMDB0029775; HMDB0030818; HMDB0032952; HMDB0035303; HMDB0036627; HMDB0129368; HMDB0136784; HMDB29466; HMDB29472; HMDB29775; HMDB30818; HMDB32952; HMDB35303; HMDB36627"	"C09311; C20210"	"CHEBI:284936; CHEBI:67374; CHEBI:895319"	Eugenitol	0,001576192	C11H10O4	-H(-)	40
META vegan:META ctrl	247	247	0,03615653	0,480599614	0,636904048	0,260848975	0,260848975	205,0646378	"HMDB0028847; HMDB0028973; HMDB28847; HMDB28973"			Glycyl-Methionine	0,00059823	C7H14N2O3S	-H(-)	100
META vegan:META ctrl	248	248	-0,049139641	0,391148805	0,551020611	0,225674749	0,225674749	205,0849516	"HMDB0029049; HMDB0029070; HMDB29049; HMDB29070"			Serinyl-Threonine	-0,00195706	C7H14N2O5	-H(-)	21
META vegan:META ctrl	249	249	0,155398494	0,005013342	0,021968011	0,008997169	0,008997169	205,1237757	"HMDB0001925; HMDB0029669; HMDB0032176; HMDB0033196; HMDB0034469; HMDB0034470; HMDB0034472; HMDB0034556; HMDB0035008; HMDB0035016; HMDB0035017; HMDB0035181; HMDB0036025; HMDB0036240; HMDB0036386; HMDB0036391; HMDB0037194; HMDB0037604; HMDB0037623; HMDB0037720; HMDB0038605; HMDB0039101; HMDB0040431; HMDB0132932; HMDB0132940; HMDB01872; HMDB01925; HMDB29669; HMDB32176; HMDB33196; HMDB34469; HMDB34470; HMDB34472; HMDB34556; HMDB35008; HMDB35016; HMDB35017; HMDB35181; HMDB36025; HMDB36240; HMDB36386; HMDB36391; HMDB37194; HMDB37604; HMDB37623; HMDB37720; HMDB38605; HMDB39101; HMDB40431"	"C01588; C02008; C14716"	"CHEBI:17099; CHEBI:5855; CHEBI:87323"	Ibuprofen	-0,000373031	C13H18O2	-H(-)	100
META vegan:META ctrl	250	250	0,029350653	0,548319824	0,695064721	0,285041976	0,284669127	205,1588799	"HMDB0013825; HMDB0031737; HMDB0031738; HMDB0032397; HMDB0032528; HMDB0035245; HMDB0035631; HMDB0036023; HMDB0036024; HMDB0038130; HMDB0061831; HMDB0133179; HMDB13825; HMDB31737; HMDB31738; HMDB32397; HMDB32528; HMDB35245; HMDB35631; HMDB36023; HMDB36024; HMDB38130; HMDB61831"	"C09690; C14205"	"CHEBI:10284; CHEBI:88618; CHEBI:88921"	4-(1,1,3,3-Tetramethylbutyl)-phenol	0,000908245	C14H22O	-H(-)	100
META vegan:META ctrl	251	251	0,096502073	0,136331861	0,267149174	0,109413009	0,109413009	207,1387491	"HMDB0029668; HMDB0031869; HMDB0034672; HMDB0034984; HMDB0035228; HMDB0036686; HMDB0036821; HMDB0036824; HMDB0037776; HMDB0038047; HMDB0038529; HMDB0040233; HMDB0041636; HMDB0132947; HMDB29668; HMDB31869; HMDB34672; HMDB34984; HMDB35228; HMDB36686; HMDB36821; HMDB36824; HMDB37776; HMDB38047; HMDB38529; HMDB40233; HMDB41636"			Eremopetasinorol	0,000303584	C13H20O2	-H(-)	100
META vegan:META ctrl	252	252	0,211494018	0,006097294	0,025439429	0,010418915	0,010418915	209,0314221	"HMDB0000639; HMDB0000663; HMDB0029881; HMDB00639; HMDB00663; HMDB03435; HMDB29881"	"C00818; C00879"	"CHEBI:1139229; CHEBI:16002; CHEBI:30852"	Galactaric acid	-0,001131839	C6H10O8	-H(-)	81
